index,Order ID,Date,Status,Fulfilment,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,fulfilled-by
104457,171-7343801-5758713,06-18-22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,435,Hyderabad,TELANGANA,500035,FALSE,Easy Ship
67116,171-7344387-3078743,05-17-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,696,CHENNAI,TAMIL NADU,600093,FALSE,
68838,171-7344691-5287506,05-15-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,648,HYDERABAD,TELANGANA,500034,FALSE,
25261,171-7345900-1032321,04-15-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,487,BENGALURU,KARNATAKA,560043,FALSE,Easy Ship
45566,171-7346480-8748312,04/03/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,589,HYDERABAD,TELANGANA,502032,FALSE,
79569,171-7347885-4212350,05/07/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1192,JAMUHAN,UTTAR PRADESH,206244,FALSE,
79570,171-7347885-4212350,05/07/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1125,JAMUHAN,UTTAR PRADESH,206244,FALSE,
121871,171-7348465-0077963,06/05/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,921,Kolkata,WEST BENGAL,700094,FALSE,
114032,171-7348731-6721155,06/11/22,Cancelled,Amazon,Expedited,T-shirt,M,Unshipped,1,1137,BENGALURU,KARNATAKA,560109,FALSE,
73530,171-7349692-7933949,05/12/22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,854,AHMEDABAD,Gujarat,382330,FALSE,Easy Ship
21407,171-7350588-3875535,04-17-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,788,Hyderabad,TELANGANA,500056,FALSE,
62195,171-7351501-8614733,05-21-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,655,HYDERABAD,TELANGANA,500039,FALSE,
85847,171-7351807-5877144,05/03/22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,475,Bengaluru,KARNATAKA,560066,FALSE,Easy Ship
85848,171-7351807-5877144,05/03/22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,499,Bengaluru,KARNATAKA,560066,FALSE,Easy Ship
85849,171-7351807-5877144,05/03/22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,475,Bengaluru,KARNATAKA,560066,FALSE,Easy Ship
41354,171-7351844-4067538,04/05/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,645,Ernakulam,KERALA,682018,FALSE,
94755,171-7353047-6567519,06-26-22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,735,VASAI VIRAR,MAHARASHTRA,401209,FALSE,
29419,171-7353124-0405956,04-13-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,499,BERHAMPORE,WEST BENGAL,742302,FALSE,Easy Ship
33668,171-7353687-1573960,04/10/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,999,NEW DELHI,DELHI,110091,FALSE,
37255,171-7354122-4347521,04/08/22,Shipped,Amazon,Expedited,Socks,XS,Shipped,1,329,JOWAI,MEGHALAYA,793150,FALSE,
91564,171-7354232-8142710,06-29-22,Pending,Merchant,Standard,Shirt,XL,Unshipped,1,725,ONGOLE,ANDHRA PRADESH,523001,FALSE,Easy Ship
36907,171-7355069-5960327,04/08/22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,499,MUMBAI,MAHARASHTRA,400004,FALSE,Easy Ship
60126,171-7355369-7183527,05-23-22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,885,VIJAYAWADA,ANDHRA PRADESH,520008,FALSE,
93090,171-7355484-0456348,06-27-22,Waiting for Pick Up,Merchant,Standard,T-shirt,M,Unshipped,1,569,CHENNAI,TAMIL NADU,600041,FALSE,Easy Ship
100384,171-7356357-1977140,06-21-22,Delivered to Buyer,Merchant,Standard,T-shirt,XS,Shipped,1,626,INDORE,MADHYA PRADESH,452001,FALSE,Easy Ship
6387,171-7356763-3145952,04-26-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,458,AMRITSAR,PUNJAB,143002,FALSE,
96110,171-7357174-2924352,06-25-22,Picked Up,Merchant,Standard,T-shirt,3XL,Shipped,1,664,BHUBANESWAR,ODISHA,751020,FALSE,Easy Ship
13094,171-7358375-9149961,04-22-22,Delivered to Buyer,Merchant,Standard,T-shirt,XS,Shipped,1,1186,AYODHYA,UTTAR PRADESH,224123,FALSE,Easy Ship
104037,171-7359173-2589109,06-18-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,693,KOLKATA,WEST BENGAL,700034,FALSE,
73524,171-7361492-2566757,05/12/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,380,ARERAJ,BIHAR,845411,FALSE,
44414,171-7361613-7218755,04/03/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,399,MUMBAI,MAHARASHTRA,400078,FALSE,
93514,171-7361921-9341944,06-27-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,499,JODHPUR,RAJASTHAN,342005,FALSE,
42653,171-7363366-2654716,04/05/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,522,GUWAHATI,ASSAM,781015,FALSE,
12346,171-7363868-1957949,04-23-22,Cancelled,Merchant,Standard,T-shirt,XXL,On the Way,0,1005.36,ATHMALLIK,ODISHA,759125,FALSE,Easy Ship
52111,171-7364254-9299534,05-29-22,Cancelled,Merchant,Standard,Shirt,XXL,On the Way,0,332.38,Chengannur,KERALA,689506,FALSE,Easy Ship
19957,171-7364530-2392329,04-18-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,471,BASUDEBPUR MURSHIDABAD DISTRICT,WEST BENGAL,742224,FALSE,
30792,171-7365620-7103565,04/12/22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,540,BENGALURU,KARNATAKA,560097,FALSE,
97687,171-7365670-2573944,06-23-22,Delivered to Buyer,Merchant,Standard,Blazzer,3XL,Shipped,1,799,BANGALORE,KARNATAKA,560100,FALSE,Easy Ship
82,171-7367545-7081126,04-30-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,499,HYDERABAD,TELANGANA,502032,FALSE,
20238,171-7367548-9525947,04-18-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,353,NAVI MUMBAI,MAHARASHTRA,410206,FALSE,
33493,171-7367745-6108338,04/10/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,1186,NEW TOWN,WEST BENGAL,700156,FALSE,
101933,171-7368826-9333941,06-20-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,635,PIMPRI CHINCHWAD,MAHARASHTRA,411061,FALSE,
94955,171-7369252-3841967,06-26-22,Shipped,Amazon,Expedited,Socks,S,Shipped,1,301,SOUTH DELHI,DELHI,110044,FALSE,
87212,171-7370586-9264314,05/02/22,Cancelled,Merchant,Standard,Shirt,XL,On the Way,0,460.95,Chennai,TAMIL NADU,600102,FALSE,Easy Ship
109615,171-7371207-9665960,06-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,432,RAIPUR,CHHATTISGARH,492001,FALSE,
109616,171-7371207-9665960,06-14-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,432,RAIPUR,CHHATTISGARH,492001,FALSE,
9784,171-7371379-2470701,04-24-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,399,AHMEDABAD,Gujarat,382424,FALSE,Easy Ship
53461,171-7372381-0340346,05-28-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,545,NEW DELHI,DELHI,110051,FALSE,
33951,171-7372631-3757139,04/10/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,518,PUNE,MAHARASHTRA,411007,FALSE,
15958,171-7372728-4117926,04-21-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1186,Pune,MAHARASHTRA,411047,FALSE,Easy Ship
11327,171-7373709-8503526,04-23-22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,399,NOIDA,UTTAR PRADESH,201301,FALSE,Easy Ship
115656,171-7373723-8657945,06/09/22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1281,JHUNJHUNU,RAJASTHAN,333001,FALSE,Easy Ship
108768,171-7374097-8173960,06-14-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1199,CHENNAI,TAMIL NADU,600102,FALSE,
126264,171-7374202-5881909,06/02/22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,842,GURUGRAM,HARYANA,122006,FALSE,
101899,171-7374317-4156320,06-20-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,597,PIMPRI CHINCHWAD,MAHARASHTRA,411027,FALSE,
1128,171-7374731-4292323,04-30-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,788,BENGALURU,KARNATAKA,560100,FALSE,
78417,171-7374782-0058723,05/08/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,872,GUNTUR,ANDHRA PRADESH,522019,FALSE,
78418,171-7374782-0058723,05/08/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,969,GUNTUR,ANDHRA PRADESH,522019,FALSE,
78419,171-7374782-0058723,05/08/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1093,GUNTUR,ANDHRA PRADESH,522019,FALSE,
61217,171-7374974-0180365,05-22-22,Returned to Seller,Merchant,Standard,Shirt,L,Shipped,1,487,SIRSA,HARYANA,125058,FALSE,Easy Ship
87461,171-7375131-8920363,05/02/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,560,Pune,MAHARASHTRA,412105,FALSE,
78221,171-7375478-6173131,05/08/22,Cancelled,Amazon,Expedited,Shirt,M,Cancelled,0,,Kalamassery,KERALA,682022,FALSE,
104952,171-7375844-0010766,06-17-22,Delivered to Buyer,Merchant,Standard,T-shirt,XS,Shipped,1,761,HERBERTPUR,UTTARAKHAND,248142,FALSE,Easy Ship
70296,171-7375859-9006711,05-14-22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,1237,KANPUR,UTTAR PRADESH,208001,FALSE,Easy Ship
79773,171-7376376-3377951,05/07/22,Shipped,Amazon,Expedited,Trousers,3XL,Shipped,1,550,Ahmedabad,Gujarat,382421,FALSE,
71092,171-7376795-0280360,05-14-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,817,HYDERABAD,TELANGANA,500027,FALSE,
92552,171-7376814-9473947,06-28-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,459,KALYAN,MAHARASHTRA,421201,FALSE,
3967,171-7376855-2528301,04-28-22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,751,KANPUR,UTTAR PRADESH,208001,FALSE,Easy Ship
28043,171-7377805-6657914,04-14-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,399,KALYAN,MAHARASHTRA,421301,FALSE,
28044,171-7377805-6657914,04-14-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,399,KALYAN,MAHARASHTRA,421301,FALSE,
113364,171-7378082-6608349,06/11/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1137,Chennai,TAMIL NADU,600130,FALSE,
85328,171-7378213-7349925,05/03/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,435,KHAIRABAD SITAPUR DISTRICT,UTTAR PRADESH,261131,FALSE,
6860,171-7378459-3473137,04-26-22,Cancelled,Merchant,Standard,T-shirt,XXL,On the Way,0,,DIGAPAHANDI,ODISHA,761012,FALSE,Easy Ship
32442,171-7378656-4945136,04/11/22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,563,HUBBALLI,KARNATAKA,580020,FALSE,Easy Ship
19880,171-7380931-5029948,04-18-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,788,IIE INDUSTRIAL ESTATE TATASU MAZADI,UTTARAKHAND,246474,FALSE,
8782,171-7381624-7742730,04-25-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,342,BENGALURU,KARNATAKA,562125,FALSE,
100959,171-7382366-3409957,06-21-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,471,KOLKATA,WEST BENGAL,700019,FALSE,
123256,171-7382935-7931505,06/05/22,Delivered to Buyer,Merchant,Standard,Blazzer,M,Shipped,1,735,NEW DELHI,DELHI,110049,FALSE,Easy Ship
86135,171-7383023-0528301,05/03/22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,484,PUNE,MAHARASHTRA,411040,FALSE,Easy Ship
10450,171-7384553-7569931,04-24-22,Delivered to Buyer,Merchant,Standard,Blazzer,XXL,Shipped,1,725,VADODARA,Gujarat,390019,FALSE,Easy Ship
10451,171-7384553-7569931,04-24-22,Delivered to Buyer,Merchant,Standard,Blazzer,S,Shipped,1,725,VADODARA,Gujarat,390019,FALSE,Easy Ship
111439,171-7385828-0210750,06/12/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,487,PATNA,BIHAR,803213,FALSE,
22575,171-7386277-3833944,04-17-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,399,PANIPAT,HARYANA,132103,FALSE,Easy Ship
120980,171-7387066-3193918,06/06/22,Shipped,Amazon,Expedited,Trousers,3XL,Shipped,1,528,HYDERABAD,TELANGANA,500040,FALSE,
56522,171-7388422-8771565,05-26-22,Cancelled,Merchant,Standard,Shirt,L,On the Way,0,,GURUGRAM,HARYANA,122018,FALSE,Easy Ship
103733,171-7388775-0678728,06-18-22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,899,RAE BARELI,UTTAR PRADESH,229405,FALSE,
73078,171-7390533-8802726,05/12/22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,399,JAIPUR,RAJASTHAN,302004,FALSE,Easy Ship
114462,171-7392113-9136328,06/10/22,Shipped,Amazon,Expedited,Shirt,5XL,Shipped,1,1099,THANE,MAHARASHTRA,400607,FALSE,
111745,171-7392813-4320365,06/12/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,318,BENGALURU,KARNATAKA,560091,FALSE,
28604,171-7393738-1755517,04-13-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,759,AHMEDABAD,Gujarat,382340,FALSE,
96632,171-7393804-1209152,06-24-22,Cancelled,Amazon,Expedited,Blazzer,3XL,Unshipped,1,735,MUMBAI,MAHARASHTRA,400066,FALSE,
53451,171-7393995-2053123,05-28-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,487,vaniyambadi tirpattur district,TAMIL NADU,635752,FALSE,
52894,171-7394320-6631544,05-29-22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,382,NEW DELHI,DELHI,110068,FALSE,Easy Ship
30148,171-7394411-4463538,04/12/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,399,HYDERABAD,TELANGANA,500072,FALSE,
123916,171-7395256-6733909,06/04/22,Cancelled,Amazon,Expedited,Shirt,L,Cancelled,0,,PUNE,MAHARASHTRA,411028,FALSE,
46119,171-7395917-7969154,04/02/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,648,Gorakhpur,UTTAR PRADESH,273001,FALSE,
11924,171-7396204-0652336,04-23-22,Delivered to Buyer,Merchant,Standard,T-shirt,L,Shipped,1,696,KOLKATA,WEST BENGAL,700037,FALSE,Easy Ship
28648,171-7396334-3263503,04-13-22,Shipped,Amazon,Expedited,Wallet,Free,Shipped,1,665,ROURKELA,ODISHA,769005,FALSE,
96780,171-7396716-2141112,06-24-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,788,BHUBANESWAR,ODISHA,751003,FALSE,
7463,171-7397004-5958758,04-25-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,521,BHILWARA,RAJASTHAN,311001,FALSE,Easy Ship
40210,171-7397410-0217141,04/06/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,484,BENGALURU,KARNATAKA,560094,FALSE,
83907,171-7397901-2477124,05/04/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,968,Dombivli,MAHARASHTRA,421201,FALSE,
54085,171-7398031-0344362,05-28-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,544,DEHRADUN,UTTARAKHAND,248001,FALSE,
73789,171-7398787-8441155,05/11/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,537,PIMPRI CHINCHWAD,MAHARASHTRA,411035,FALSE,
1005,171-7399869-6383547,04-30-22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,329,ISNAPUR,TELANGANA,502307,FALSE,
36516,171-7401522-7375529,04/08/22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,475,NEW DELHI,DELHI,110092,FALSE,Easy Ship
65661,171-7401892-9292352,05-18-22,Cancelled,Merchant,Standard,Shirt,XL,On the Way,0,380,GHAZIABAD,UTTAR PRADESH,201009,FALSE,Easy Ship
38442,171-7402329-5062704,04/07/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,788,MUMBAI,MAHARASHTRA,400066,FALSE,
88276,171-7403638-8832305,05/02/22,Cancelled,Amazon,Expedited,Shirt,XL,Unshipped,1,353,KANNUR,KERALA,670331,FALSE,
88277,171-7403638-8832305,05/02/22,Cancelled,Amazon,Expedited,Shirt,XL,Unshipped,1,376,KANNUR,KERALA,670331,FALSE,
64572,171-7404129-9605108,05-19-22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,574,VADODARA,Gujarat,390003,FALSE,
119301,171-7405877-2175527,06/07/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,550,MOGA,PUNJAB,142001,FALSE,
111053,171-7406196-3913155,06-13-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1301,LUCKNOW,UTTAR PRADESH,226012,FALSE,Easy Ship
79996,171-7407233-2201932,05/07/22,Cancelled,Amazon,Expedited,T-shirt,S,Unshipped,1,782,CHENNAI,TAMIL NADU,600073,FALSE,
28704,171-7407305-6123514,04-13-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,493,BHATPARA,WEST BENGAL,743127,FALSE,
106196,171-7407521-9706725,06-16-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,1122,NAGAON,ASSAM,782460,FALSE,
38926,171-7408499-2666752,04/07/22,Cancelled,Amazon,Expedited,T-shirt,XXL,Cancelled,0,,PUNE,MAHARASHTRA,411042,FALSE,
61884,171-7408551-5591521,05-21-22,Returned to Seller,Merchant,Standard,Shirt,L,Shipped,1,382,MALAPPURAM,KERALA,679327,FALSE,Easy Ship
98981,171-7408624-0575507,06-22-22,Cancelled,Merchant,Standard,Blazzer,XL,On the Way,0,700,Tumkur,KARNATAKA,572102,FALSE,Easy Ship
43463,171-7410632-3061105,04/04/22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,499,MUMBAI,MAHARASHTRA,400093,FALSE,Easy Ship
20667,171-7411229-7371551,04-18-22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,540,VADODARA,Gujarat,391101,FALSE,
96087,171-7411644-9554746,06-25-22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,735,Ahmedabad,Gujarat,382421,FALSE,
6413,171-7412568-8243532,04-26-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,438,Ghaziabad,UTTAR PRADESH,201014,FALSE,
45823,171-7412737-4167522,04/03/22,Shipped,Amazon,Expedited,Blazzer,L,Shipped,1,1033,CHENNAI,TAMIL NADU,600099,FALSE,
49832,171-7413249-5306769,05-31-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,641,Kalyan East,MAHARASHTRA,421306,FALSE,
50404,171-7413629-9639521,05-30-22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,371,HYDERABAD,TELANGANA,500016,FALSE,
128024,171-7415493-1403544,06/01/22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,799,INDORE,MADHYA PRADESH,452010,FALSE,Easy Ship
96679,171-7418006-2605134,06-24-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,999,JAIPUR,RAJASTHAN,302001,FALSE,
57661,171-7418481-9437163,05-25-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,635,MOTIHARI,BIHAR,845401,FALSE,
32792,171-7418697-9189122,04/11/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,476,THANE,MAHARASHTRA,400610,FALSE,
93291,171-7418798-8031513,06-27-22,Picked Up,Merchant,Standard,T-shirt,L,Shipped,1,771,MURAKAMBATTU,ANDHRA PRADESH,517127,FALSE,Easy Ship
46501,171-7418852-5885943,04/02/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1245,MOHALI,PUNJAB,140308,FALSE,
15456,171-7419344-0418708,04-21-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,329,SILCHAR,ASSAM,788005,FALSE,Easy Ship
42769,171-7419344-3890749,04/04/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,699,PUNE,MAHARASHTRA,411001,FALSE,
66175,171-7420674-7441965,05-18-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,999,THANE,MAHARASHTRA,401101,FALSE,
81030,171-7420743-9915515,05/06/22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,487,GUWAHATI,ASSAM,781005,FALSE,
55379,171-7421166-7183532,05-27-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,641,NEW DELHI,DELHI,110030,FALSE,
116209,171-7422784-4986714,06/09/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,376,BHOPAL,MADHYA PRADESH,462008,FALSE,
41443,171-7423208-8912311,04/05/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,549,BENGALURU,KARNATAKA,560067,FALSE,
101352,171-7423426-1814750,06-20-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1088,Cooch Behar,WEST BENGAL,736101,FALSE,
7136,171-7424116-0576318,04-26-22,Delivered to Buyer,Merchant,Standard,Wallet,Free,Shipped,1,665,PUNE,MAHARASHTRA,411053,FALSE,Easy Ship
20828,171-7424227-3838704,04-18-22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,495,KOLKATA,WEST BENGAL,700010,FALSE,Easy Ship
126865,171-7427634-5795529,06/02/22,Cancelled,Amazon,Expedited,Shirt,S,Cancelled,0,,MUMBAI,MAHARASHTRA,400050,FALSE,
109756,171-7428213-9107554,06-14-22,Shipped,Amazon,Expedited,Trousers,XS,Shipped,1,301,SURAT,Gujarat,394510,FALSE,
117054,171-7428239-5913913,06/08/22,Shipped,Amazon,Expedited,Blazzer,XXL,Shipped,1,1148,NOIDA,UTTAR PRADESH,201305,FALSE,
42222,171-7429227-9449117,04/05/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,969,FARIDABAD,HARYANA,121002,FALSE,
75653,171-7429649-1041930,05/10/22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,345,CHENNAI,TAMIL NADU,600106,FALSE,Easy Ship
32374,171-7430723-6787516,04/11/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1140,ORAI,UTTAR PRADESH,285001,FALSE,
126517,171-7430771-5970734,06/02/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1098,MARALIA,JAMMU & KASHMIR,181101,FALSE,
86094,171-7431042-4825125,05/03/22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,387,Navi Mumbai,MAHARASHTRA,400705,FALSE,Easy Ship
115253,171-7431158-9445150,06/10/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,635,Ulhasnagar,MAHARASHTRA,421003,FALSE,
97078,171-7431541-5990703,06-24-22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,825,AHMEDABAD,Gujarat,380058,FALSE,
128318,171-7431925-3292323,06/01/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,533,TINSUKIA,ASSAM,786125,FALSE,
43998,171-7432593-5882760,04/04/22,Shipped,Amazon,Expedited,Trousers,3XL,Shipped,1,499,CHENNAI,TAMIL NADU,600040,FALSE,
43999,171-7432593-5882760,04/04/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,423,CHENNAI,TAMIL NADU,600040,FALSE,
43952,171-7434335-5524318,04/04/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,449,ROORKEE,UTTARAKHAND,247667,FALSE,
110197,171-7435095-3721957,06-13-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,758,NEW DELHI,DELHI,110048,FALSE,
35315,171-7435710-6559539,04/09/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,518,PUNE,MAHARASHTRA,411040,FALSE,
66822,171-7436424-6626736,05-17-22,Cancelled,Merchant,Standard,Shirt,3XL,On the Way,0,446.67,COIMBATORE,TAMIL NADU,641402,FALSE,Easy Ship
10419,171-7438423-1645114,04-24-22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,568,GURUGRAM,HARYANA,122011,FALSE,
54702,171-7439147-3003514,05-27-22,Cancelled,Amazon,Expedited,Shirt,M,Unshipped,1,487,vaniyambadi tirpattur district,TAMIL NADU,635752,FALSE,
43380,171-7440366-2107554,04/04/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,699,THANE,MAHARASHTRA,400604,FALSE,
120680,171-7440480-8628360,06/06/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,487,NEW DELHI,DELHI,110043,FALSE,Easy Ship
120763,171-7441127-2801123,06/06/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,458,NEW DELHI,DELHI,110095,FALSE,
102753,171-7441497-2573962,06-19-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,292,ERNAKULAM,KERALA,682041,FALSE,
112253,171-7441943-0132301,06/12/22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,824,CHENNAI,TAMIL NADU,600048,FALSE,Easy Ship
112254,171-7441943-0132301,06/12/22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,999,CHENNAI,TAMIL NADU,600048,FALSE,Easy Ship
79944,171-7443325-7518731,05/07/22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,1127,GURUGRAM,HARYANA,122018,FALSE,Easy Ship
59696,171-7443539-1857922,05-23-22,Delivered to Buyer,Merchant,Standard,Blazzer,XL,Shipped,1,899,MUMBAI,MAHARASHTRA,400050,FALSE,Easy Ship
77307,171-7443652-1353154,05/08/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,736,PUNE,MAHARASHTRA,411045,FALSE,
48011,171-7445067-4117912,04/01/22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,364,BENGALURU,KARNATAKA,560077,FALSE,
5719,171-7445151-9559527,04-27-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,432,HOWRAH,WEST BENGAL,711112,FALSE,
6443,171-7447985-8882709,04-26-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1065,GUWAHATI,ASSAM,781006,FALSE,
32561,171-7448214-1616361,04/11/22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,653,VADODARA,Gujarat,390011,FALSE,Easy Ship
68594,171-7449628-5801115,05-16-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,709,Ottapalam,KERALA,679103,FALSE,
